Round,Home team,Home score,Away score,Away team,Home bonus,Away bonus
11,US Carcassonnaise,20,9,FC Grenoble Rugby,0,0
11,US Montalbanaise,33,17,USON Nevers,0,0
11,Narbonne,20,23,Colomiers Rugby,1,0
12,AS Béziers Hérault,22,32,Stade Montois Rugby,0,0
12,Aviron Bayonnais,25,14,US Carcassonnaise,1,0
12,Colomiers Rugby,23,29,RC Vannes,0,0
12,FC Grenoble Rugby,26,8,Narbonne,0,0
12,Provence Rugby,37,15,US Montalbanaise,0,0
12,Stade Aurillacois,36,9,Rouen Normandie Rugby,1,0
12,USON Nevers,52,13,Bourg-en-Bresse,1,0
12,SU Agen,14,19,Oyonnax Rugby,1,0
13,Rouen Normandie Rugby,10,23,USON Nevers,0,0
13,US Carcassonnaise,24,18,AS Béziers Hérault,0,0
13,Oyonnax Rugby,32,15,Stade Aurillacois,0,0
13,RC Vannes,13,13,Narbonne,0,0
13,Stade Montois Rugby,32,13,Provence Rugby,1,0
13,Bourg-en-Bresse,3,24,Aviron Bayonnais,0,0
13,US Montalbanaise,25,25,FC Grenoble Rugby,0,0
13,SU Agen,18,8,Colomiers Rugby,0,0
14,FC Grenoble Rugby,32,19,Stade Montois Rugby,1,0
14,Colomiers Rugby,27,10,Bourg-en-Bresse,0,0
14,Provence Rugby,27,33,Oyonnax Rugby,0,0
14,Narbonne,22,27,US Carcassonnaise,1,0
14,Stade Aurillacois,9,3,RC Vannes,0,0
14,USON Nevers,41,8,SU Agen,1,0
14,AS Béziers Hérault,34,29,Rouen Normandie Rugby,0,1
14,Aviron Bayonnais,41,24,US Montalbanaise,1,0
15,Stade Montois Rugby,27,9,Colomiers Rugby,1,0
15,Oyonnax Rugby,70,0,Narbonne,1,0
15,RC Vannes,20,8,AS Béziers Hérault,0,0
15,Rouen Normandie Rugby,27,28,Aviron Bayonnais,1,0
15,SU Agen,20,18,Provence Rugby,0,1
15,US Carcassonnaise,26,25,USON Nevers,0,1
15,US Montalbanaise,19,9,Stade Aurillacois,0,0
15,Bourg-en-Bresse,30,20,FC Grenoble Rugby,0,0
16,SU Agen,16,16,Aviron Bayonnais,0,0
16,Provence Rugby,20,15,AS Béziers Hérault,0,1
16,RC Vannes,35,23,USON Nevers,0,0
16,Rouen Normandie Rugby,11,18,Bourg-en-Bresse,0,0
16,Stade Aurillacois,18,13,Narbonne,0,1
16,Stade Montois Rugby,25,10,US Carcassonnaise,0,0
16,US Montalbanaise,22,8,Colomiers Rugby,0,0
16,Oyonnax Rugby,38,10,FC Grenoble Rugby,1,0
17,Narbonne,24,26,SU Agen,1,0
17,USON Nevers,27,6,Stade Montois Rugby,1,0
17,Aviron Bayonnais,31,6,Stade Aurillacois,1,0
17,Colomiers Rugby,32,29,Rouen Normandie Rugby,0,1
17,FC Grenoble Rugby,10,25,RC Vannes,0,0
17,Bourg-en-Bresse,24,24,Provence Rugby,0,0
17,US Carcassonnaise,13,32,Oyonnax Rugby,0,1
17,AS Béziers Hérault,33,21,US Montalbanaise,0,0
18,Provence Rugby,27,20,Colomiers Rugby,0,0
18,Stade Aurillacois,22,20,AS Béziers Hérault,0,1
18,Oyonnax Rugby,19,8,USON Nevers,0,0
18,Rouen Normandie Rugby,3,24,US Carcassonnaise,0,1
18,Stade Montois Rugby,33,6,Narbonne,1,0
18,US Montalbanaise,27,27,Bourg-en-Bresse,0,0
18,Aviron Bayonnais,35,37,FC Grenoble Rugby,1,0
18,SU Agen,39,18,RC Vannes,0,0
19,Colomiers Rugby,29,17,Oyonnax Rugby,0,0
19,US Carcassonnaise,31,6,US Montalbanaise,1,0
19,AS Béziers Hérault,29,3,SU Agen,1,0
19,FC Grenoble Rugby,14,15,Rouen Normandie Rugby,1,0
19,RC Vannes,33,10,Stade Montois Rugby,0,0
19,USON Nevers,13,41,Aviron Bayonnais,0,1
19,Narbonne,34,33,Provence Rugby,0,1
19,Bourg-en-Bresse,17,13,Stade Aurillacois,0,1
20,SU Agen,30,9,FC Grenoble Rugby,1,0
20,Stade Aurillacois,12,10,Colomiers Rugby,0,1
20,Aviron Bayonnais,41,16,Narbonne,1,0
20,Oyonnax Rugby,26,7,RC Vannes,0,0
20,Rouen Normandie Rugby,13,19,Stade Montois Rugby,0,0
20,US Carcassonnaise,45,35,Bourg-en-Bresse,0,0
20,US Montalbanaise,18,22,Provence Rugby,1,0
20,USON Nevers,27,6,AS Béziers Hérault,1,0
21,Colomiers Rugby,26,21,USON Nevers,0,1
21,AS Béziers Hérault,35,14,Aviron Bayonnais,0,0
21,FC Grenoble Rugby,27,23,Stade Aurillacois,0,1
21,Provence Rugby,24,20,US Carcassonnaise,0,1
21,Narbonne,19,16,Rouen Normandie Rugby,0,1
21,RC Vannes,22,18,US Montalbanaise,0,1
21,Bourg-en-Bresse,37,32,SU Agen,0,1
21,Stade Montois Rugby,27,20,Oyonnax Rugby,0,0
22,Aviron Bayonnais,37,10,Colomiers Rugby,1,0
22,AS Béziers Hérault,20,17,FC Grenoble Rugby,0,1
22,Rouen Normandie Rugby,30,16,Stade Aurillacois,0,0
22,Bourg-en-Bresse,9,26,RC Vannes,0,0
22,US Carcassonnaise,31,10,Narbonne,1,0
22,US Montalbanaise,30,24,Oyonnax Rugby,0,0
22,USON Nevers,32,10,Provence Rugby,1,0
22,SU Agen,27,30,Stade Montois Rugby,1,0
23,Provence Rugby,46,29,Aviron Bayonnais,0,0
23,Colomiers Rugby,16,12,AS Béziers Hérault,0,1
23,FC Grenoble Rugby,34,10,USON Nevers,1,0
23,Oyonnax Rugby,63,17,Rouen Normandie Rugby,1,0
23,Narbonne,25,24,Bourg-en-Bresse,0,1
23,RC Vannes,23,26,US Carcassonnaise,1,0
23,Stade Aurillacois,23,22,SU Agen,0,1
23,Stade Montois Rugby,27,23,US Montalbanaise,0,1
24,AS Béziers Hérault,27,21,RC Vannes,0,0
24,Colomiers Rugby,25,20,FC Grenoble Rugby,0,1
24,Provence Rugby,20,16,Stade Aurillacois,0,1
24,Rouen Normandie Rugby,17,34,US Montalbanaise,0,1
24,Bourg-en-Bresse,13,40,Stade Montois Rugby,0,1
24,USON Nevers,43,16,Narbonne,1,0
24,Aviron Bayonnais,52,21,Oyonnax Rugby,1,0
24,SU Agen,22,19,US Carcassonnaise,0,1
25,US Carcassonnaise,24,18,Colomiers Rugby,0,0
25,FC Grenoble Rugby,6,9,Provence Rugby,1,0
25,Oyonnax Rugby,31,21,Bourg-en-Bresse,0,0
25,Narbonne,17,46,AS Béziers Hérault,0,1
25,RC Vannes,28,31,Rouen Normandie Rugby,1,0
25,Stade Aurillacois,27,23,USON Nevers,0,1
25,US Montalbanaise,21,15,SU Agen,0,0
25,Stade Montois Rugby,15,13,Aviron Bayonnais,0,1
26,AS Béziers Hérault,10,10,Oyonnax Rugby,0,0
26,Aviron Bayonnais,32,14,Bourg-en-Bresse,1,0
26,Colomiers Rugby,24,12,Narbonne,0,0
26,FC Grenoble Rugby,22,21,US Montalbanaise,0,1
26,Provence Rugby,25,17,RC Vannes,0,0
26,SU Agen,31,10,Rouen Normandie Rugby,1,0
26,USON Nevers,19,17,US Carcassonnaise,0,1
26,Stade Aurillacois,14,32,Stade Montois Rugby,0,1
27,US Montalbanaise,23,33,Aviron Bayonnais,0,0
27,Oyonnax Rugby,54,35,SU Agen,1,0
27,Narbonne,32,32,FC Grenoble Rugby,0,0
27,RC Vannes,19,24,Colomiers Rugby,1,0
27,Rouen Normandie Rugby,36,12,Provence Rugby,0,0
27,Bourg-en-Bresse,18,24,USON Nevers,0,0
27,US Carcassonnaise,54,24,Stade Aurillacois,1,0
27,Stade Montois Rugby,34,13,AS Béziers Hérault,1,0
28,Aviron Bayonnais,22,17,RC Vannes,0,1
28,AS Béziers Hérault,21,24,Bourg-en-Bresse,1,0
28,FC Grenoble Rugby,28,23,US Carcassonnaise,0,1
28,Provence Rugby,26,17,SU Agen,0,0
28,Narbonne,13,28,Oyonnax Rugby,0,1
28,Stade Aurillacois,25,20,US Montalbanaise,0,1
28,USON Nevers,55,15,Rouen Normandie Rugby,1,0
28,Colomiers Rugby,27,23,Stade Montois Rugby,0,1
29,US Carcassonnaise,33,28,Aviron Bayonnais,0,1
29,RC Vannes,51,17,Stade Aurillacois,1,0
29,Rouen Normandie Rugby,26,21,AS Béziers Hérault,0,1
29,Stade Montois Rugby,22,12,FC Grenoble Rugby,0,0
29,SU Agen,25,22,USON Nevers,0,1
29,Bourg-en-Bresse,34,13,Colomiers Rugby,1,0
29,US Montalbanaise,48,40,Narbonne,0,0
29,Oyonnax Rugby,16,20,Provence Rugby,1,0
30,AS Béziers Hérault,14,16,US Carcassonnaise,1,0
30,Aviron Bayonnais,53,13,Rouen Normandie Rugby,1,0
30,Colomiers Rugby,21,16,SU Agen,0,1
30,FC Grenoble Rugby,42,17,Bourg-en-Bresse,1,0
30,Provence Rugby,26,13,Stade Montois Rugby,1,0
30,Narbonne,14,36,RC Vannes,0,1
30,Stade Aurillacois,25,21,Oyonnax Rugby,0,1
30,USON Nevers,30,6,US Montalbanaise,1,0
