Round,Home team,Home score,Away score,Away team,Home bonus,Away bonus
14,Oyonnax Rugby,9,3,FC Grenoble Rugby,0,0
14,Narbonne,34,8,AS Béziers Hérault,1,0
14,Section Paloise,12,11,Tarbes,0,1
14,Bourg-en-Bresse,10,17,Racing 92,0,0
14,Union Bordeaux-Bègles,28,37,LOU Rugby,0,1
14,SU Agen,20,8,Albi,0,0
15,AS Béziers Hérault,21,21,Albi,0,0
15,FC Grenoble Rugby,13,12,Union Bordeaux-Bègles,0,1
15,Tarbes,10,12,Stade Rochelais,1,0
15,Colomiers Rugby,13,3,Bourg-en-Bresse,0,0
15,LOU Rugby,9,3,Auch,0,0
15,Oyonnax Rugby,42,17,Narbonne,1,0
15,Stade Aurillacois,13,22,Section Paloise,0,0
15,Racing 92,32,28,SU Agen,0,1
16,Auch,12,20,SU Agen,0,0
16,Oyonnax Rugby,18,12,Stade Rochelais,0,0
16,Union Bordeaux-Bègles,45,12,Bourg-en-Bresse,0,0
16,Section Paloise,27,14,AS Béziers Hérault,0,0
16,Tarbes,27,8,Narbonne,0,0
16,Albi,28,12,Stade Aurillacois,1,0
16,Racing 92,30,6,LOU Rugby,1,0
16,Colomiers Rugby,12,6,FC Grenoble Rugby,0,0
17,Stade Rochelais,22,11,Racing 92,0,0
17,AS Béziers Hérault,18,12,Union Bordeaux-Bègles,0,0
17,LOU Rugby,9,9,Colomiers Rugby,0,0
17,Narbonne,6,13,Auch,0,0
17,Stade Aurillacois,17,37,Tarbes,0,0
17,SU Agen,28,14,Section Paloise,0,0
17,FC Grenoble Rugby,9,13,Albi,1,0
17,Bourg-en-Bresse,3,9,Oyonnax Rugby,0,0
18,AS Béziers Hérault,12,6,Colomiers Rugby,0,0
18,Auch,5,6,Stade Rochelais,1,0
18,Section Paloise,9,8,FC Grenoble Rugby,0,1
18,Albi,31,18,Bourg-en-Bresse,1,0
18,Tarbes,19,16,LOU Rugby,0,1
18,Oyonnax Rugby,19,3,SU Agen,0,0
18,Racing 92,37,10,Narbonne,1,0
18,Union Bordeaux-Bègles,29,18,Stade Aurillacois,0,0
19,Narbonne,10,9,Albi,0,1
19,FC Grenoble Rugby,12,8,AS Béziers Hérault,0,1
19,LOU Rugby,9,6,Oyonnax Rugby,0,1
19,Stade Rochelais,13,16,Union Bordeaux-Bègles,1,0
19,SU Agen,45,23,Tarbes,1,0
19,Bourg-en-Bresse,36,0,Auch,1,0
19,Colomiers Rugby,18,13,Section Paloise,0,1
19,Stade Aurillacois,16,35,Racing 92,0,0
20,Auch,32,8,AS Béziers Hérault,1,0
20,Oyonnax Rugby,34,7,Stade Aurillacois,1,0
20,Narbonne,37,24,Colomiers Rugby,0,0
20,Union Bordeaux-Bègles,37,28,SU Agen,0,0
20,Albi,19,13,LOU Rugby,0,0
20,Tarbes,59,9,Bourg-en-Bresse,1,0
20,Racing 92,15,7,FC Grenoble Rugby,0,0
20,Section Paloise,20,19,Stade Rochelais,0,1
21,AS Béziers Hérault,19,51,Racing 92,0,1
21,FC Grenoble Rugby,26,3,Auch,0,0
21,Union Bordeaux-Bègles,26,22,Narbonne,0,1
21,Section Paloise,15,12,Oyonnax Rugby,0,1
21,Stade Aurillacois,18,9,LOU Rugby,0,0
21,Colomiers Rugby,20,16,Tarbes,0,1
21,Bourg-en-Bresse,18,65,SU Agen,0,1
21,Stade Rochelais,19,16,Albi,0,1
22,Auch,17,12,Colomiers Rugby,0,1
22,LOU Rugby,27,12,Stade Rochelais,0,0
22,Racing 92,28,10,Section Paloise,0,0
22,Albi,20,17,Union Bordeaux-Bègles,0,1
22,SU Agen,20,6,Narbonne,0,0
22,Stade Aurillacois,23,17,Bourg-en-Bresse,0,0
22,Tarbes,10,3,FC Grenoble Rugby,0,0
22,Oyonnax Rugby,35,6,AS Béziers Hérault,1,0
23,AS Béziers Hérault,17,56,LOU Rugby,0,1
23,FC Grenoble Rugby,16,20,SU Agen,1,0
23,Narbonne,23,23,Stade Aurillacois,0,0
23,Union Bordeaux-Bègles,12,27,Tarbes,0,0
23,Section Paloise,25,14,Auch,0,0
23,Colomiers Rugby,19,27,Racing 92,0,0
23,Albi,30,13,Oyonnax Rugby,0,0
23,Bourg-en-Bresse,20,38,Stade Rochelais,0,0
24,Section Paloise,22,27,Union Bordeaux-Bègles,1,0
24,SU Agen,51,16,AS Béziers Hérault,1,0
24,Stade Rochelais,36,19,Stade Aurillacois,0,0
24,Auch,15,12,Oyonnax Rugby,0,1
24,Racing 92,25,16,Tarbes,0,0
24,Bourg-en-Bresse,24,16,Narbonne,0,0
24,Colomiers Rugby,31,37,Albi,0,0
24,LOU Rugby,45,6,FC Grenoble Rugby,1,0
25,Stade Rochelais,23,25,SU Agen,1,0
25,AS Béziers Hérault,23,26,Bourg-en-Bresse,1,0
25,FC Grenoble Rugby,23,16,Narbonne,0,0
25,LOU Rugby,25,12,Section Paloise,0,0
25,Union Bordeaux-Bègles,25,8,Auch,0,0
25,Stade Aurillacois,25,15,Colomiers Rugby,0,0
25,Tarbes,20,11,Albi,0,0
25,Oyonnax Rugby,28,13,Racing 92,0,0
26,AS Béziers Hérault,15,9,Stade Rochelais,0,0
26,Auch,6,16,Tarbes,0,0
26,FC Grenoble Rugby,17,20,Stade Aurillacois,1,0
26,Narbonne,6,26,LOU Rugby,0,0
26,Oyonnax Rugby,18,17,Union Bordeaux-Bègles,0,1
26,Bourg-en-Bresse,31,12,Section Paloise,0,0
26,Colomiers Rugby,19,28,SU Agen,0,0
26,Albi,14,26,Racing 92,0,0
27,Stade Rochelais,37,16,Narbonne,1,0
27,Racing 92,35,13,Auch,1,0
27,Section Paloise,11,3,Albi,0,0
27,Stade Aurillacois,25,24,AS Béziers Hérault,0,1
27,Tarbes,24,15,Oyonnax Rugby,0,0
27,Colomiers Rugby,44,16,Union Bordeaux-Bègles,1,0
27,Bourg-en-Bresse,19,6,FC Grenoble Rugby,0,0
27,SU Agen,25,0,LOU Rugby,1,0
28,Stade Rochelais,23,7,FC Grenoble Rugby,0,0
28,AS Béziers Hérault,35,19,Tarbes,0,0
28,Auch,7,11,Albi,1,0
28,LOU Rugby,27,10,Bourg-en-Bresse,1,0
28,Oyonnax Rugby,27,16,Colomiers Rugby,0,0
28,Narbonne,21,15,Section Paloise,0,0
28,SU Agen,23,12,Stade Aurillacois,0,0
28,Union Bordeaux-Bègles,12,33,Racing 92,0,1
29,AS Béziers Hérault,37,18,Narbonne,0,0
29,FC Grenoble Rugby,10,18,Oyonnax Rugby,0,0
29,LOU Rugby,30,10,Union Bordeaux-Bègles,1,0
29,Racing 92,48,32,Bourg-en-Bresse,1,0
29,Albi,30,23,SU Agen,0,0
29,Stade Aurillacois,37,36,Auch,0,1
29,Tarbes,23,22,Section Paloise,0,1
29,Colomiers Rugby,15,29,Stade Rochelais,0,1
30,Stade Rochelais,19,13,Tarbes,0,0
30,Auch,10,12,LOU Rugby,1,0
30,Narbonne,16,29,Oyonnax Rugby,0,0
30,Union Bordeaux-Bègles,19,21,FC Grenoble Rugby,1,0
30,Section Paloise,16,19,Stade Aurillacois,1,0
30,Albi,24,6,AS Béziers Hérault,1,0
30,SU Agen,32,17,Racing 92,0,0
30,Bourg-en-Bresse,52,27,Colomiers Rugby,1,0
