Round,Home team,Home score,Away score,Away team,Home bonus,Away bonus
9,Provence Rugby,20,11,US Montalbanaise,0,0
9,RC Massy Essonne,23,17,Stade Montois Rugby,0,0
9,Stade Aurillacois,19,16,AS Béziers Hérault,0,1
9,Colomiers Rugby,45,16,Soyaux-Angoulême XV,1,0
9,Oyonnax Rugby,25,3,US Carcassonnaise,1,0
9,SU Agen,17,3,RC Vannes,0,0
10,Soyaux-Angoulême XV,16,12,SU Agen,0,1
10,US Carcassonnaise,14,23,FC Grenoble Rugby,0,0
10,AS Béziers Hérault,29,30,Provence Rugby,1,0
10,Oyonnax Rugby,61,13,Rouen Normandie Rugby,1,0
10,Stade Montois Rugby,25,9,Colomiers Rugby,0,0
10,US Montalbanaise,25,12,RC Massy Essonne,0,0
10,USON Nevers,12,18,RC Vannes,0,0
10,Biarritz Olympique PB,31,16,Stade Aurillacois,1,0
11,Provence Rugby,20,19,Stade Montois Rugby,0,1
11,RC Massy Essonne,17,28,Biarritz Olympique PB,0,0
11,Colomiers Rugby,19,23,US Montalbanaise,1,0
11,FC Grenoble Rugby,24,18,Soyaux-Angoulême XV,0,0
11,RC Vannes,16,10,AS Béziers Hérault,0,0
11,Rouen Normandie Rugby,19,22,US Carcassonnaise,1,0
11,Stade Aurillacois,23,16,USON Nevers,0,0
11,SU Agen,9,24,Oyonnax Rugby,0,0
12,US Carcassonnaise,21,20,SU Agen,0,1
12,Oyonnax Rugby,45,3,Stade Aurillacois,1,0
12,AS Béziers Hérault,42,17,Rouen Normandie Rugby,1,0
12,Biarritz Olympique PB,20,8,Provence Rugby,0,0
12,RC Massy Essonne,22,23,Soyaux-Angoulême XV,1,0
12,Stade Montois Rugby,22,19,USON Nevers,0,1
12,US Montalbanaise,12,12,RC Vannes,0,0
12,Colomiers Rugby,19,18,FC Grenoble Rugby,0,1
13,Soyaux-Angoulême XV,15,20,Oyonnax Rugby,1,0
13,Stade Aurillacois,15,10,Colomiers Rugby,0,1
13,Provence Rugby,23,6,US Carcassonnaise,0,0
13,RC Vannes,12,17,Stade Montois Rugby,1,0
13,Rouen Normandie Rugby,41,23,US Montalbanaise,1,0
13,SU Agen,24,12,RC Massy Essonne,0,0
13,USON Nevers,23,19,AS Béziers Hérault,0,1
13,FC Grenoble Rugby,13,13,Biarritz Olympique PB,0,0
14,SU Agen,13,14,AS Béziers Hérault,1,0
14,Provence Rugby,27,19,Rouen Normandie Rugby,0,0
14,Biarritz Olympique PB,32,15,Soyaux-Angoulême XV,0,0
14,Oyonnax Rugby,26,10,US Montalbanaise,1,0
14,RC Massy Essonne,28,31,Colomiers Rugby,1,0
14,Stade Aurillacois,30,19,RC Vannes,0,0
14,US Carcassonnaise,25,20,USON Nevers,0,1
14,Stade Montois Rugby,32,19,FC Grenoble Rugby,1,0
15,AS Béziers Hérault,17,12,Biarritz Olympique PB,0,1
15,USON Nevers,39,13,SU Agen,1,0
15,FC Grenoble Rugby,38,15,RC Massy Essonne,1,0
15,RC Vannes,35,21,Provence Rugby,0,0
15,Rouen Normandie Rugby,6,26,Stade Aurillacois,0,0
15,Stade Montois Rugby,42,13,US Carcassonnaise,1,0
15,US Montalbanaise,25,19,Soyaux-Angoulême XV,0,0
15,Colomiers Rugby,12,29,Oyonnax Rugby,0,0
16,Biarritz Olympique PB,20,17,US Montalbanaise,0,1
16,SU Agen,30,13,Rouen Normandie Rugby,1,0
16,Oyonnax Rugby,49,7,AS Béziers Hérault,1,0
16,RC Massy Essonne,18,14,RC Vannes,0,1
16,Soyaux-Angoulême XV,20,26,USON Nevers,0,0
16,Stade Aurillacois,19,20,Stade Montois Rugby,1,0
16,US Carcassonnaise,9,21,Colomiers Rugby,0,0
16,Provence Rugby,23,23,FC Grenoble Rugby,0,0
17,RC Vannes,15,16,SU Agen,1,0
17,USON Nevers,12,21,Oyonnax Rugby,0,0
17,AS Béziers Hérault,34,10,Stade Aurillacois,1,0
17,FC Grenoble Rugby,15,15,US Carcassonnaise,0,0
17,Rouen Normandie Rugby,42,16,Soyaux-Angoulême XV,1,0
17,Stade Montois Rugby,23,7,RC Massy Essonne,0,0
17,US Montalbanaise,20,16,Provence Rugby,0,1
17,Colomiers Rugby,23,17,Biarritz Olympique PB,0,0
18,Oyonnax Rugby,25,26,Stade Montois Rugby,1,0
18,Provence Rugby,25,44,AS Béziers Hérault,0,0
18,RC Massy Essonne,21,10,US Montalbanaise,0,0
18,RC Vannes,22,24,USON Nevers,1,0
18,Soyaux-Angoulême XV,21,25,Colomiers Rugby,1,0
18,US Carcassonnaise,15,3,Rouen Normandie Rugby,0,0
18,SU Agen,27,17,Biarritz Olympique PB,0,0
18,Stade Aurillacois,16,20,FC Grenoble Rugby,1,0
19,Rouen Normandie Rugby,17,13,Oyonnax Rugby,0,1
19,Biarritz Olympique PB,19,13,RC Vannes,0,0
19,AS Béziers Hérault,22,13,Soyaux-Angoulême XV,0,0
19,RC Massy Essonne,22,17,US Carcassonnaise,0,1
19,Stade Montois Rugby,12,28,Provence Rugby,0,1
19,US Montalbanaise,25,19,Colomiers Rugby,0,0
19,USON Nevers,22,18,Stade Aurillacois,1,1
19,FC Grenoble Rugby,20,16,SU Agen,0,1
20,Oyonnax Rugby,42,17,Biarritz Olympique PB,1,0
20,Rouen Normandie Rugby,3,11,FC Grenoble Rugby,0,0
20,Colomiers Rugby,39,20,AS Béziers Hérault,1,0
20,Provence Rugby,19,9,USON Nevers,0,0
20,RC Vannes,40,37,US Montalbanaise,0,1
20,Soyaux-Angoulême XV,21,19,RC Massy Essonne,0,1
20,Stade Aurillacois,30,26,US Carcassonnaise,0,1
20,SU Agen,41,19,Stade Montois Rugby,1,0
21,SU Agen,23,23,Provence Rugby,0,0
21,Stade Montois Rugby,30,3,RC Vannes,1,0
21,AS Béziers Hérault,32,32,USON Nevers,0,0
21,Biarritz Olympique PB,44,8,Rouen Normandie Rugby,1,0
21,RC Massy Essonne,7,19,Stade Aurillacois,0,0
21,US Carcassonnaise,15,20,Soyaux-Angoulême XV,1,0
21,US Montalbanaise,21,34,Oyonnax Rugby,0,1
21,FC Grenoble Rugby,34,20,Colomiers Rugby,1,0
22,Colomiers Rugby,20,15,SU Agen,0,1
22,AS Béziers Hérault,19,20,FC Grenoble Rugby,1,0
22,RC Vannes,29,13,Stade Aurillacois,1,0
22,Rouen Normandie Rugby,25,20,RC Massy Essonne,0,1
22,Soyaux-Angoulême XV,19,18,US Montalbanaise,0,1
22,US Carcassonnaise,27,32,Oyonnax Rugby,1,0
22,USON Nevers,15,12,Stade Montois Rugby,0,1
22,Provence Rugby,37,17,Biarritz Olympique PB,0,0
23,Stade Montois Rugby,49,14,AS Béziers Hérault,1,0
23,Provence Rugby,20,35,RC Vannes,0,0
23,Biarritz Olympique PB,38,19,RC Massy Essonne,0,0
23,FC Grenoble Rugby,48,17,US Montalbanaise,1,0
23,Stade Aurillacois,29,26,Rouen Normandie Rugby,0,1
23,SU Agen,19,15,Soyaux-Angoulême XV,0,1
23,USON Nevers,49,6,US Carcassonnaise,1,0
23,Oyonnax Rugby,34,9,Colomiers Rugby,1,0
24,RC Massy Essonne,16,22,SU Agen,0,0
24,RC Vannes,17,7,Oyonnax Rugby,0,0
24,Colomiers Rugby,38,17,Stade Aurillacois,1,0
24,Rouen Normandie Rugby,29,29,Provence Rugby,0,0
24,Soyaux-Angoulême XV,21,16,FC Grenoble Rugby,0,1
24,US Carcassonnaise,37,9,Stade Montois Rugby,1,0
24,US Montalbanaise,24,33,AS Béziers Hérault,0,0
24,Biarritz Olympique PB,23,28,USON Nevers,1,0
25,Provence Rugby,25,18,Colomiers Rugby,1,0
25,Stade Montois Rugby,31,21,Biarritz Olympique PB,0,0
25,AS Béziers Hérault,18,17,US Carcassonnaise,0,1
25,RC Vannes,47,24,Rouen Normandie Rugby,1,0
25,Stade Aurillacois,16,13,Soyaux-Angoulême XV,0,1
25,SU Agen,22,26,US Montalbanaise,1,0
25,USON Nevers,36,12,RC Massy Essonne,1,0
25,FC Grenoble Rugby,24,28,Oyonnax Rugby,1,0
26,Colomiers Rugby,23,26,Stade Montois Rugby,1,0
26,RC Massy Essonne,7,36,FC Grenoble Rugby,0,1
26,AS Béziers Hérault,18,40,RC Vannes,0,1
26,Rouen Normandie Rugby,19,19,USON Nevers,0,0
26,Soyaux-Angoulême XV,12,8,Provence Rugby,0,1
26,US Carcassonnaise,20,12,Biarritz Olympique PB,0,0
26,US Montalbanaise,30,15,Stade Aurillacois,0,0
26,Oyonnax Rugby,37,29,SU Agen,0,0
27,USON Nevers,43,10,Colomiers Rugby,1,0
27,SU Agen,30,19,US Carcassonnaise,0,0
27,Biarritz Olympique PB,17,42,AS Béziers Hérault,0,0
27,Provence Rugby,40,28,RC Massy Essonne,0,0
27,RC Vannes,33,21,Soyaux-Angoulême XV,0,0
27,Stade Aurillacois,27,25,Oyonnax Rugby,0,1
27,US Montalbanaise,38,16,Rouen Normandie Rugby,1,0
27,FC Grenoble Rugby,33,21,Stade Montois Rugby,0,0
28,Stade Aurillacois,12,38,SU Agen,0,1
28,Soyaux-Angoulême XV,18,11,Biarritz Olympique PB,0,0
28,AS Béziers Hérault,19,24,RC Massy Essonne,1,0
28,Colomiers Rugby,17,18,Rouen Normandie Rugby,1,0
28,Oyonnax Rugby,27,7,Provence Rugby,1,0
28,Stade Montois Rugby,25,13,US Montalbanaise,0,0
28,US Carcassonnaise,22,31,RC Vannes,0,0
28,USON Nevers,31,14,FC Grenoble Rugby,1,0
29,SU Agen,17,21,USON Nevers,1,0
29,RC Vannes,27,23,Colomiers Rugby,0,1
29,Provence Rugby,33,14,Stade Aurillacois,1,0
29,RC Massy Essonne,5,33,Oyonnax Rugby,0,1
29,Rouen Normandie Rugby,34,17,AS Béziers Hérault,1,0
29,Soyaux-Angoulême XV,22,34,Stade Montois Rugby,0,0
29,US Montalbanaise,28,23,US Carcassonnaise,0,1
29,Biarritz Olympique PB,26,35,FC Grenoble Rugby,0,0
30,AS Béziers Hérault,41,14,SU Agen,1,0
30,Colomiers Rugby,47,14,RC Massy Essonne,1,0
30,FC Grenoble Rugby,27,24,RC Vannes,0,1
30,Oyonnax Rugby,33,31,Soyaux-Angoulême XV,0,1
30,Stade Aurillacois,38,12,Biarritz Olympique PB,1,0
30,Stade Montois Rugby,47,17,Rouen Normandie Rugby,1,0
30,US Carcassonnaise,34,14,Provence Rugby,1,0
30,USON Nevers,48,13,US Montalbanaise,1,0
