Round,Home team,Home score,Away score,Away team,Home bonus,Away bonus
8,RC Massy Essonne,39,29,US Carcassonnaise,0,0
8,Section Paloise,35,10,Albi,1,0
8,SU Agen,28,19,Stade Montois Rugby,0,0
8,US Montalbanaise,43,3,Biarritz Olympique PB,1,0
8,US Dax,16,34,Colomiers Rugby,0,0
8,Bourgoin,42,16,Tarbes,1,0
8,USA Perpignan,28,25,AS Béziers Hérault,0,1
9,Biarritz Olympique PB,23,18,USA Perpignan,0,1
9,AS Béziers Hérault,19,0,Bourgoin,0,0
9,Albi,19,16,Tarbes,0,1
9,Stade Aurillacois,19,12,SU Agen,0,0
9,US Montalbanaise,17,18,Narbonne,1,0
9,US Carcassonnaise,40,17,US Dax,0,0
9,Colomiers Rugby,15,7,RC Massy Essonne,0,0
9,Stade Montois Rugby,15,6,Section Paloise,0,0
10,Bourgoin,25,19,US Carcassonnaise,0,0
10,Stade Aurillacois,19,20,Albi,1,0
10,RC Massy Essonne,19,10,AS Béziers Hérault,0,0
10,Section Paloise,41,6,Biarritz Olympique PB,1,0
10,SU Agen,24,13,US Montalbanaise,0,0
10,Tarbes,26,16,Stade Montois Rugby,0,0
10,US Dax,19,12,USA Perpignan,0,0
10,Narbonne,10,19,Colomiers Rugby,0,0
11,Albi,22,9,SU Agen,0,0
11,AS Béziers Hérault,14,19,Stade Aurillacois,1,0
11,US Montalbanaise,31,13,Tarbes,1,0
11,Colomiers Rugby,50,10,Section Paloise,1,0
11,Biarritz Olympique PB,21,3,RC Massy Essonne,0,0
11,USA Perpignan,42,0,Bourgoin,1,0
11,US Dax,12,3,Narbonne,0,0
11,US Carcassonnaise,17,28,Stade Montois Rugby,0,0
12,Biarritz Olympique PB,42,18,SU Agen,1,0
12,Bourgoin,14,20,US Montalbanaise,0,0
12,Albi,34,22,US Carcassonnaise,0,0
12,Stade Aurillacois,20,13,Colomiers Rugby,0,0
12,Narbonne,36,23,Tarbes,0,0
12,RC Massy Essonne,50,13,US Dax,1,0
12,Section Paloise,22,19,USA Perpignan,0,1
12,Stade Montois Rugby,32,18,AS Béziers Hérault,0,0
13,US Montalbanaise,22,24,Section Paloise,1,0
13,AS Béziers Hérault,16,12,US Carcassonnaise,0,1
13,SU Agen,22,17,US Dax,0,1
13,Tarbes,26,7,RC Massy Essonne,0,0
13,USA Perpignan,15,15,Stade Aurillacois,0,0
13,Stade Montois Rugby,26,17,Albi,0,0
13,Colomiers Rugby,24,17,Bourgoin,0,0
14,Section Paloise,16,20,Tarbes,1,0
14,Bourgoin,37,18,Narbonne,0,0
14,Stade Aurillacois,27,18,Stade Montois Rugby,0,0
14,US Carcassonnaise,32,24,SU Agen,0,0
14,US Dax,28,16,AS Béziers Hérault,0,0
14,Albi,19,21,USA Perpignan,1,0
14,Biarritz Olympique PB,30,3,Colomiers Rugby,1,0
14,RC Massy Essonne,19,24,US Montalbanaise,1,0
15,Stade Montois Rugby,16,3,US Dax,0,0
15,Bourgoin,6,27,Biarritz Olympique PB,0,0
15,SU Agen,34,29,RC Massy Essonne,1,1
15,US Carcassonnaise,40,27,Section Paloise,0,0
15,Tarbes,25,15,Stade Aurillacois,0,0
15,USA Perpignan,38,12,Narbonne,1,0
15,Colomiers Rugby,16,17,Albi,1,0
15,US Montalbanaise,26,15,AS Béziers Hérault,0,0
16,AS Béziers Hérault,22,6,Colomiers Rugby,0,0
16,Narbonne,28,24,US Montalbanaise,0,1
16,Albi,16,9,Bourgoin,0,0
16,SU Agen,31,9,Tarbes,1,0
16,Stade Aurillacois,24,20,Biarritz Olympique PB,0,1
16,RC Massy Essonne,39,32,Stade Montois Rugby,0,0
16,US Dax,8,20,Section Paloise,0,0
16,USA Perpignan,40,15,US Carcassonnaise,1,0
17,AS Béziers Hérault,63,14,RC Massy Essonne,1,0
17,Section Paloise,25,12,Narbonne,1,0
17,Tarbes,9,0,Bourgoin,0,0
17,US Montalbanaise,21,17,US Dax,0,1
17,US Carcassonnaise,12,16,Stade Aurillacois,1,0
17,Biarritz Olympique PB,14,6,Albi,0,0
17,Colomiers Rugby,32,15,USA Perpignan,0,0
17,Stade Montois Rugby,9,11,SU Agen,1,0
18,Stade Aurillacois,33,11,Narbonne,1,0
18,US Dax,6,15,US Carcassonnaise,0,0
18,Section Paloise,45,10,Colomiers Rugby,1,0
18,Bourgoin,21,16,Stade Montois Rugby,0,1
18,RC Massy Essonne,10,18,Biarritz Olympique PB,0,0
18,Albi,21,9,US Montalbanaise,0,0
18,SU Agen,30,13,AS Béziers Hérault,1,0
18,USA Perpignan,23,19,Tarbes,0,1
19,Biarritz Olympique PB,0,20,Section Paloise,0,0
19,AS Béziers Hérault,18,16,Albi,0,1
19,Narbonne,31,25,RC Massy Essonne,0,0
19,Tarbes,21,14,US Carcassonnaise,0,0
19,US Montalbanaise,30,0,Bourgoin,1,0
19,SU Agen,41,5,Stade Aurillacois,1,0
19,Stade Montois Rugby,23,9,USA Perpignan,0,0
19,Colomiers Rugby,19,10,US Dax,0,0
20,Bourgoin,13,9,SU Agen,0,1
20,Albi,19,23,Stade Montois Rugby,1,0
20,US Dax,33,15,Tarbes,0,0
20,USA Perpignan,48,15,Biarritz Olympique PB,1,0
20,Stade Aurillacois,28,13,AS Béziers Hérault,0,0
20,US Carcassonnaise,27,12,US Montalbanaise,1,0
20,Colomiers Rugby,27,19,Narbonne,0,0
20,Section Paloise,26,3,RC Massy Essonne,1,0
21,AS Béziers Hérault,29,15,US Dax,0,0
21,SU Agen,12,3,Biarritz Olympique PB,0,0
21,Stade Montois Rugby,29,0,Narbonne,1,0
21,US Montalbanaise,23,16,Colomiers Rugby,0,0
21,US Carcassonnaise,24,13,Albi,0,0
21,RC Massy Essonne,34,25,Stade Aurillacois,0,0
21,Tarbes,23,23,Section Paloise,0,0
21,Bourgoin,22,3,USA Perpignan,0,0
22,Narbonne,33,20,US Carcassonnaise,0,0
22,Section Paloise,19,16,Bourgoin,0,1
22,Albi,45,18,RC Massy Essonne,1,0
22,Biarritz Olympique PB,21,16,AS Béziers Hérault,0,1
22,Stade Aurillacois,11,7,Tarbes,0,1
22,Colomiers Rugby,13,15,Stade Montois Rugby,1,0
22,US Dax,17,10,SU Agen,0,0
22,USA Perpignan,48,17,US Montalbanaise,1,0
23,AS Béziers Hérault,17,20,USA Perpignan,1,0
23,Bourgoin,18,18,US Dax,0,0
23,RC Massy Essonne,20,27,Colomiers Rugby,0,0
23,SU Agen,15,9,Albi,0,0
23,Stade Montois Rugby,30,18,US Carcassonnaise,1,0
23,Tarbes,12,12,US Montalbanaise,0,0
23,Biarritz Olympique PB,34,19,Narbonne,1,0
23,Stade Aurillacois,34,25,Section Paloise,0,0
24,Albi,29,26,Colomiers Rugby,0,1
24,US Montalbanaise,23,13,Stade Aurillacois,0,0
24,US Carcassonnaise,25,23,Bourgoin,0,1
24,US Dax,18,15,Stade Montois Rugby,0,1
24,Narbonne,23,15,SU Agen,0,0
24,RC Massy Essonne,20,29,USA Perpignan,0,0
24,Section Paloise,45,5,AS Béziers Hérault,1,0
24,Tarbes,26,21,Biarritz Olympique PB,0,1
25,AS Béziers Hérault,38,13,US Montalbanaise,1,0
25,Bourgoin,25,20,RC Massy Essonne,0,1
25,Albi,17,13,Narbonne,0,1
25,SU Agen,46,31,US Carcassonnaise,0,0
25,Stade Aurillacois,42,6,US Dax,1,0
25,Colomiers Rugby,34,17,Tarbes,0,0
25,USA Perpignan,22,15,Section Paloise,0,0
25,Stade Montois Rugby,23,15,Biarritz Olympique PB,0,0
26,Section Paloise,30,15,Stade Montois Rugby,1,0
26,US Montalbanaise,23,33,SU Agen,0,0
26,Narbonne,31,21,USA Perpignan,0,0
26,Tarbes,28,23,Albi,0,1
26,US Carcassonnaise,23,14,AS Béziers Hérault,0,0
26,Colomiers Rugby,15,11,Stade Aurillacois,0,1
26,US Dax,37,10,RC Massy Essonne,1,0
26,Biarritz Olympique PB,40,0,Bourgoin,1,0
27,Section Paloise,31,5,US Montalbanaise,1,0
27,AS Béziers Hérault,23,22,Narbonne,0,1
27,RC Massy Essonne,27,29,SU Agen,1,0
27,Stade Montois Rugby,47,19,Tarbes,1,0
27,Biarritz Olympique PB,28,11,US Carcassonnaise,1,0
27,Bourgoin,23,11,Colomiers Rugby,0,0
27,Albi,28,16,Stade Aurillacois,0,0
27,USA Perpignan,37,8,US Dax,1,0
28,Stade Aurillacois,52,14,USA Perpignan,1,0
28,Narbonne,16,16,Bourgoin,0,0
28,Tarbes,35,22,AS Béziers Hérault,0,0
28,US Montalbanaise,17,19,Stade Montois Rugby,1,0
28,US Carcassonnaise,20,17,RC Massy Essonne,0,1
28,Colomiers Rugby,42,33,Biarritz Olympique PB,0,0
28,US Dax,24,29,Albi,1,0
28,SU Agen,41,20,Section Paloise,1,0
29,Biarritz Olympique PB,26,17,US Montalbanaise,0,0
29,Bourgoin,49,7,AS Béziers Hérault,1,0
29,RC Massy Essonne,23,18,Tarbes,0,1
29,Stade Montois Rugby,27,3,Stade Aurillacois,1,0
29,Narbonne,47,20,US Dax,1,0
29,Colomiers Rugby,26,21,SU Agen,0,1
29,USA Perpignan,21,22,Albi,1,0
29,Section Paloise,23,24,US Carcassonnaise,1,0
30,AS Béziers Hérault,22,21,Stade Montois Rugby,0,1
30,Albi,34,27,Section Paloise,0,0
30,SU Agen,23,26,USA Perpignan,1,0
30,Stade Aurillacois,54,21,Bourgoin,1,0
30,Tarbes,44,30,Narbonne,0,0
30,US Montalbanaise,59,36,RC Massy Essonne,1,0
30,US Carcassonnaise,40,25,Colomiers Rugby,0,0
30,US Dax,29,28,Biarritz Olympique PB,0,1
