Round,Home team,Home score,Away score,Away team,Home bonus,Away bonus
14,US Montalbanaise,31,0,USA Perpignan,1,0
14,AS Béziers Hérault,23,34,Biarritz Olympique PB,0,0
15,RC Vannes,13,26,Stade Montois Rugby,0,0
15,Bourgoin,20,3,Stade Aurillacois,0,0
15,Oyonnax Rugby,33,26,Biarritz Olympique PB,0,0
15,Narbonne,27,26,US Carcassonnaise,0,1
15,USA Perpignan,27,9,Albi,1,0
15,US Dax,23,13,AS Béziers Hérault,0,0
15,SU Agen,28,23,US Montalbanaise,0,1
15,Soyaux-Angoulême XV,26,25,Colomiers Rugby,0,1
16,Stade Aurillacois,19,16,SU Agen,0,1
16,AS Béziers Hérault,41,9,Soyaux-Angoulême XV,1,0
16,Albi,13,13,Narbonne,0,0
16,US Montalbanaise,36,13,RC Vannes,1,0
16,US Carcassonnaise,34,19,Oyonnax Rugby,0,0
16,Colomiers Rugby,42,5,Bourgoin,1,0
16,Biarritz Olympique PB,30,18,US Dax,0,0
16,Stade Montois Rugby,21,10,USA Perpignan,0,0
17,Narbonne,23,17,US Montalbanaise,0,0
17,Bourgoin,19,20,US Carcassonnaise,1,0
17,Oyonnax Rugby,34,23,AS Béziers Hérault,0,0
17,RC Vannes,27,30,Biarritz Olympique PB,1,0
17,Soyaux-Angoulême XV,26,17,Albi,0,0
17,US Dax,18,12,Colomiers Rugby,0,0
17,SU Agen,29,15,Stade Montois Rugby,0,0
17,USA Perpignan,41,20,Stade Aurillacois,1,0
18,Biarritz Olympique PB,20,17,SU Agen,0,1
18,AS Béziers Hérault,39,10,Narbonne,1,0
18,Albi,25,30,Stade Montois Rugby,1,0
18,US Montalbanaise,27,3,Soyaux-Angoulême XV,1,0
18,US Carcassonnaise,29,27,RC Vannes,0,1
18,US Dax,30,22,Bourgoin,0,0
18,Colomiers Rugby,32,20,USA Perpignan,0,0
18,Stade Aurillacois,24,26,Oyonnax Rugby,1,0
19,Soyaux-Angoulême XV,12,19,Biarritz Olympique PB,0,0
19,AS Béziers Hérault,25,9,Stade Aurillacois,1,0
19,Oyonnax Rugby,54,16,Albi,1,0
19,Narbonne,10,16,Colomiers Rugby,0,0
19,RC Vannes,16,22,US Dax,0,0
19,SU Agen,34,0,Bourgoin,1,0
19,USA Perpignan,17,13,US Carcassonnaise,0,1
19,Stade Montois Rugby,34,16,US Montalbanaise,1,0
20,Biarritz Olympique PB,34,10,US Montalbanaise,1,0
20,Bourgoin,12,26,USA Perpignan,0,0
20,Albi,19,22,RC Vannes,1,0
20,Stade Aurillacois,30,26,Soyaux-Angoulême XV,0,1
20,US Carcassonnaise,25,22,Stade Montois Rugby,0,1
20,US Dax,18,22,Narbonne,1,0
20,Colomiers Rugby,30,20,Oyonnax Rugby,0,0
20,SU Agen,23,25,AS Béziers Hérault,1,0
21,US Montalbanaise,28,8,Stade Aurillacois,0,0
21,AS Béziers Hérault,26,17,US Carcassonnaise,0,0
21,Narbonne,24,22,Biarritz Olympique PB,0,1
21,RC Vannes,19,16,Oyonnax Rugby,0,1
21,Soyaux-Angoulême XV,37,22,Bourgoin,0,0
21,Albi,52,7,US Dax,1,0
21,Stade Montois Rugby,28,18,Colomiers Rugby,0,0
21,USA Perpignan,37,20,SU Agen,0,0
22,Colomiers Rugby,36,21,Albi,1,0
22,Bourgoin,16,14,US Montalbanaise,0,1
22,Oyonnax Rugby,18,10,Stade Montois Rugby,0,0
22,SU Agen,32,22,Narbonne,1,0
22,Stade Aurillacois,26,17,US Carcassonnaise,0,0
22,US Dax,27,22,Soyaux-Angoulême XV,0,1
22,Biarritz Olympique PB,25,18,AS Béziers Hérault,0,0
22,USA Perpignan,39,34,RC Vannes,0,1
23,US Montalbanaise,18,22,SU Agen,1,0
23,AS Béziers Hérault,52,17,US Dax,1,0
23,Biarritz Olympique PB,29,10,Bourgoin,1,0
23,Narbonne,23,19,Stade Aurillacois,0,1
23,Stade Montois Rugby,33,3,RC Vannes,1,0
23,US Carcassonnaise,26,14,Colomiers Rugby,0,0
23,Soyaux-Angoulême XV,9,13,Oyonnax Rugby,1,0
23,Albi,26,24,USA Perpignan,0,1
24,US Carcassonnaise,32,9,Biarritz Olympique PB,1,0
24,Bourgoin,19,23,Albi,1,0
24,Oyonnax Rugby,30,22,Narbonne,0,0
24,RC Vannes,26,15,Stade Aurillacois,0,0
24,Stade Montois Rugby,15,9,AS Béziers Hérault,0,0
24,Colomiers Rugby,51,9,Soyaux-Angoulême XV,1,0
24,SU Agen,28,23,US Dax,0,1
24,USA Perpignan,37,3,US Montalbanaise,1,0
25,SU Agen,26,31,Oyonnax Rugby,1,0
25,Biarritz Olympique PB,38,9,Albi,1,0
25,Narbonne,16,24,RC Vannes,0,0
25,Soyaux-Angoulême XV,30,20,Stade Montois Rugby,0,0
25,Stade Aurillacois,40,14,Bourgoin,1,0
25,US Dax,24,18,USA Perpignan,0,0
25,US Montalbanaise,20,6,US Carcassonnaise,0,0
25,AS Béziers Hérault,41,27,Colomiers Rugby,0,0
26,USA Perpignan,17,8,Biarritz Olympique PB,0,0
26,Bourgoin,9,13,AS Béziers Hérault,1,0
26,Oyonnax Rugby,46,26,US Dax,1,0
26,RC Vannes,26,3,Soyaux-Angoulême XV,0,0
26,Albi,13,16,US Montalbanaise,1,0
26,Stade Montois Rugby,37,6,Narbonne,1,0
26,Colomiers Rugby,21,19,Stade Aurillacois,0,1
26,US Carcassonnaise,12,19,SU Agen,0,0
27,Biarritz Olympique PB,16,13,Oyonnax Rugby,0,1
27,AS Béziers Hérault,9,24,US Montalbanaise,0,0
27,Bourgoin,14,56,Stade Montois Rugby,0,1
27,Soyaux-Angoulême XV,19,22,SU Agen,1,0
27,Stade Aurillacois,37,20,Albi,0,0
27,US Dax,25,15,US Carcassonnaise,0,0
27,RC Vannes,19,15,Colomiers Rugby,0,1
27,Narbonne,12,28,USA Perpignan,0,1
28,Colomiers Rugby,37,13,Biarritz Olympique PB,0,0
28,Oyonnax Rugby,33,6,Bourgoin,1,0
28,Albi,25,23,AS Béziers Hérault,0,1
28,SU Agen,56,7,RC Vannes,1,0
28,US Montalbanaise,40,31,US Dax,0,0
28,US Carcassonnaise,26,13,Narbonne,0,0
28,USA Perpignan,36,7,Soyaux-Angoulême XV,1,0
28,Stade Montois Rugby,43,25,Stade Aurillacois,1,0
29,Oyonnax Rugby,19,9,USA Perpignan,0,0
29,AS Béziers Hérault,43,40,RC Vannes,0,1
29,Bourgoin,22,48,Narbonne,0,1
29,Soyaux-Angoulême XV,31,14,US Carcassonnaise,1,0
29,Albi,20,18,SU Agen,0,1
29,US Dax,17,13,Stade Montois Rugby,0,1
29,Biarritz Olympique PB,41,8,Stade Aurillacois,1,0
29,Colomiers Rugby,25,34,US Montalbanaise,0,1
30,Narbonne,43,14,Soyaux-Angoulême XV,1,0
30,RC Vannes,56,0,Bourgoin,1,0
30,SU Agen,13,13,Colomiers Rugby,0,0
30,Stade Aurillacois,54,19,US Dax,1,0
30,Stade Montois Rugby,35,40,Biarritz Olympique PB,1,0
30,USA Perpignan,54,17,AS Béziers Hérault,1,0
30,US Montalbanaise,57,10,Oyonnax Rugby,1,0
30,US Carcassonnaise,36,41,Albi,1,0
