Round,Home team,Home score,Away score,Away team,Home bonus,Away bonus
6,Auch,20,19,Stade Aurillacois,0,1
6,Oyonnax Rugby,25,12,Bourgoin,0,0
6,Provence Rugby,17,15,FC Grenoble Rugby,0,1
6,Section Paloise,32,3,Narbonne,1,0
6,Albi,27,9,Périgueux,0,0
6,US Dax,22,13,Tarbes,0,0
6,US Carcassonnaise,25,30,Stade Montois Rugby,1,0
6,Stade Rochelais,22,3,AS Béziers Hérault,0,0
7,Périgueux,7,39,US Carcassonnaise,0,0
7,Bourgoin,25,10,Auch,0,0
7,Oyonnax Rugby,34,12,Stade Montois Rugby,1,0
7,Narbonne,16,9,Provence Rugby,0,0
7,Stade Aurillacois,32,25,Albi,0,0
7,US Dax,12,6,Stade Rochelais,0,0
7,FC Grenoble Rugby,24,18,Section Paloise,1,0
7,AS Béziers Hérault,10,15,Tarbes,1,0
8,Périgueux,13,20,Oyonnax Rugby,0,0
8,FC Grenoble Rugby,42,3,Auch,1,0
8,Albi,25,6,Section Paloise,0,0
8,Tarbes,22,20,Provence Rugby,0,1
8,US Carcassonnaise,28,21,Stade Aurillacois,0,0
8,Bourgoin,18,21,Stade Rochelais,1,0
8,AS Béziers Hérault,27,21,Narbonne,0,0
8,Stade Montois Rugby,15,6,US Dax,0,0
9,Stade Rochelais,54,10,Narbonne,1,0
9,Auch,21,13,AS Béziers Hérault,0,0
9,Section Paloise,24,15,Stade Montois Rugby,1,0
9,Stade Aurillacois,15,9,Périgueux,0,0
9,Tarbes,15,9,FC Grenoble Rugby,0,0
9,US Carcassonnaise,21,19,Oyonnax Rugby,0,1
9,US Dax,15,9,Albi,0,0
9,Provence Rugby,23,25,Bourgoin,1,0
10,AS Béziers Hérault,21,13,Périgueux,0,0
10,Auch,21,25,Stade Rochelais,1,0
10,Narbonne,12,40,FC Grenoble Rugby,0,1
10,Section Paloise,28,18,US Carcassonnaise,0,0
10,Albi,19,16,Provence Rugby,0,1
10,Oyonnax Rugby,18,22,US Dax,1,0
10,Bourgoin,21,9,Tarbes,0,0
10,Stade Montois Rugby,40,3,Stade Aurillacois,1,0
11,Périgueux,23,18,US Dax,0,1
11,Oyonnax Rugby,18,19,Albi,1,0
11,Narbonne,9,12,Auch,1,0
11,Stade Aurillacois,18,19,Section Paloise,1,0
11,Tarbes,21,15,Stade Rochelais,0,0
11,US Carcassonnaise,24,20,Provence Rugby,0,1
11,FC Grenoble Rugby,30,13,Bourgoin,1,0
11,Stade Montois Rugby,16,6,AS Béziers Hérault,0,0
12,Bourgoin,9,3,AS Béziers Hérault,0,0
12,Provence Rugby,33,23,Auch,0,0
12,Section Paloise,26,14,Périgueux,0,0
12,Albi,14,15,Stade Montois Rugby,1,0
12,Stade Aurillacois,18,9,Oyonnax Rugby,0,0
12,Tarbes,19,13,Narbonne,0,0
12,US Dax,23,23,US Carcassonnaise,0,0
12,Stade Rochelais,18,16,FC Grenoble Rugby,0,1
13,AS Béziers Hérault,11,16,FC Grenoble Rugby,1,0
13,Bourgoin,23,20,Narbonne,0,1
13,Auch,25,22,Tarbes,0,1
13,Stade Montois Rugby,26,0,Périgueux,0,0
13,US Carcassonnaise,25,19,Albi,0,0
13,US Dax,24,19,Stade Aurillacois,0,1
13,Provence Rugby,39,13,Oyonnax Rugby,1,0
13,Section Paloise,17,12,Stade Rochelais,0,1
14,Stade Rochelais,35,3,Provence Rugby,1,0
14,Auch,15,9,Stade Montois Rugby,0,0
14,Oyonnax Rugby,26,0,Section Paloise,0,0
14,Narbonne,12,14,US Carcassonnaise,1,0
14,Stade Aurillacois,19,13,AS Béziers Hérault,0,0
14,FC Grenoble Rugby,18,16,US Dax,0,1
14,Albi,41,17,Bourgoin,0,0
14,Périgueux,21,22,Tarbes,1,0
15,AS Béziers Hérault,13,18,US Carcassonnaise,1,0
15,Provence Rugby,19,8,Périgueux,0,0
15,Narbonne,9,13,Stade Montois Rugby,1,0
15,Section Paloise,16,3,Auch,0,0
15,US Dax,28,12,Bourgoin,0,0
15,Stade Rochelais,26,16,Stade Aurillacois,0,0
15,Tarbes,22,19,Albi,0,1
15,FC Grenoble Rugby,24,9,Oyonnax Rugby,1,0
16,AS Béziers Hérault,6,15,US Dax,0,0
16,Auch,25,22,Périgueux,0,1
16,Albi,35,22,Narbonne,1,0
16,Stade Rochelais,26,16,Oyonnax Rugby,0,0
16,Section Paloise,31,22,Provence Rugby,1,0
16,Bourgoin,33,30,US Carcassonnaise,0,1
16,FC Grenoble Rugby,27,13,Stade Aurillacois,0,0
16,Tarbes,15,16,Stade Montois Rugby,1,0
17,Oyonnax Rugby,13,9,Tarbes,0,1
17,Albi,34,6,AS Béziers Hérault,1,0
17,Stade Aurillacois,18,3,Narbonne,0,0
17,US Dax,18,18,Auch,0,0
17,US Carcassonnaise,16,43,FC Grenoble Rugby,0,0
17,Périgueux,32,20,Stade Rochelais,0,0
17,Stade Montois Rugby,9,6,Provence Rugby,0,1
17,Section Paloise,26,10,Bourgoin,0,0
18,AS Béziers Hérault,20,30,Section Paloise,0,0
18,Auch,15,10,US Carcassonnaise,0,1
18,Narbonne,24,20,Oyonnax Rugby,0,1
18,Tarbes,11,12,Stade Aurillacois,1,0
18,Bourgoin,23,16,Périgueux,0,0
18,Provence Rugby,29,36,US Dax,0,0
18,Stade Rochelais,25,6,Albi,1,0
18,Stade Montois Rugby,12,16,FC Grenoble Rugby,1,0
19,Auch,39,17,Oyonnax Rugby,0,0
19,AS Béziers Hérault,18,16,Provence Rugby,0,1
19,Narbonne,21,19,Périgueux,0,1
19,US Dax,27,9,Section Paloise,1,0
19,Stade Rochelais,24,15,Stade Montois Rugby,0,0
19,FC Grenoble Rugby,55,10,Albi,1,0
19,Stade Aurillacois,36,10,Bourgoin,1,0
19,US Carcassonnaise,27,21,Tarbes,0,0
20,Provence Rugby,18,18,Stade Aurillacois,0,0
20,Section Paloise,28,27,Tarbes,0,1
20,Albi,14,12,Auch,0,1
20,US Dax,21,16,Narbonne,0,1
20,Périgueux,9,11,FC Grenoble Rugby,1,0
20,US Carcassonnaise,28,16,Stade Rochelais,0,0
20,Oyonnax Rugby,43,19,AS Béziers Hérault,1,0
20,Bourgoin,20,13,Stade Montois Rugby,0,0
21,AS Béziers Hérault,26,34,Stade Rochelais,0,0
21,Périgueux,33,27,Albi,0,0
21,Bourgoin,24,23,Oyonnax Rugby,0,1
21,Stade Aurillacois,20,21,Auch,1,0
21,Tarbes,23,16,US Dax,0,0
21,Narbonne,15,6,Section Paloise,0,0
21,FC Grenoble Rugby,39,9,Provence Rugby,1,0
21,Stade Montois Rugby,20,15,US Carcassonnaise,0,1
22,Auch,25,15,Bourgoin,0,0
22,Provence Rugby,29,36,Narbonne,0,0
22,Albi,23,10,Stade Aurillacois,0,0
22,Tarbes,18,26,AS Béziers Hérault,0,1
22,US Carcassonnaise,24,20,Périgueux,0,1
22,Section Paloise,18,16,FC Grenoble Rugby,0,1
22,Stade Montois Rugby,43,0,Oyonnax Rugby,1,0
22,Stade Rochelais,21,13,US Dax,0,0
23,Provence Rugby,39,32,Tarbes,0,0
23,Narbonne,20,13,AS Béziers Hérault,0,0
23,Section Paloise,37,14,Albi,1,0
23,Stade Aurillacois,20,15,US Carcassonnaise,0,1
23,US Dax,20,13,Stade Montois Rugby,0,0
23,Oyonnax Rugby,43,7,Périgueux,1,0
23,Stade Rochelais,33,19,Bourgoin,0,0
23,Auch,6,13,FC Grenoble Rugby,0,0
24,AS Béziers Hérault,23,6,Auch,0,0
24,Périgueux,22,15,Stade Aurillacois,0,0
24,Bourgoin,13,19,Provence Rugby,0,0
24,Oyonnax Rugby,13,13,US Carcassonnaise,0,0
24,Narbonne,28,22,Stade Rochelais,0,0
24,Stade Montois Rugby,27,16,Section Paloise,0,0
24,FC Grenoble Rugby,21,3,Tarbes,0,0
24,Albi,33,9,US Dax,1,0
25,FC Grenoble Rugby,32,26,Narbonne,0,0
25,Provence Rugby,35,27,Albi,0,0
25,Stade Aurillacois,26,12,Stade Montois Rugby,1,0
25,Tarbes,23,16,Bourgoin,0,0
25,US Carcassonnaise,34,16,Section Paloise,1,0
25,US Dax,38,14,Oyonnax Rugby,0,0
25,Stade Rochelais,34,25,Auch,0,0
25,Périgueux,33,26,AS Béziers Hérault,0,0
26,Stade Rochelais,41,7,Tarbes,1,0
26,AS Béziers Hérault,19,11,Stade Montois Rugby,0,0
26,Auch,14,12,Narbonne,0,1
26,Provence Rugby,22,26,US Carcassonnaise,1,0
26,Section Paloise,40,20,Stade Aurillacois,1,0
26,Albi,25,3,Oyonnax Rugby,1,0
26,Bourgoin,23,29,FC Grenoble Rugby,0,0
26,US Dax,24,15,Périgueux,1,0
27,FC Grenoble Rugby,35,3,Stade Rochelais,1,0
27,AS Béziers Hérault,18,11,Bourgoin,0,0
27,Périgueux,16,22,Section Paloise,0,0
27,Auch,28,10,Provence Rugby,0,0
27,Oyonnax Rugby,29,12,Stade Aurillacois,0,0
27,Narbonne,29,14,Tarbes,0,0
27,US Carcassonnaise,34,20,US Dax,0,0
27,Stade Montois Rugby,24,3,Albi,1,0
28,Périgueux,19,27,Stade Montois Rugby,0,0
28,Oyonnax Rugby,31,19,Provence Rugby,0,0
28,Narbonne,39,32,Bourgoin,0,0
28,Albi,10,13,US Carcassonnaise,1,0
28,Stade Aurillacois,26,14,US Dax,0,0
28,Tarbes,32,22,Auch,0,0
28,FC Grenoble Rugby,47,15,AS Béziers Hérault,1,0
28,Stade Rochelais,13,6,Section Paloise,0,0
29,AS Béziers Hérault,28,20,Stade Aurillacois,0,0
29,Bourgoin,47,18,Albi,1,0
29,Provence Rugby,31,17,Stade Rochelais,0,0
29,Section Paloise,28,12,Oyonnax Rugby,1,0
29,Stade Montois Rugby,8,3,Auch,0,1
29,Tarbes,32,26,Périgueux,0,0
29,US Carcassonnaise,6,12,Narbonne,0,0
29,US Dax,21,6,FC Grenoble Rugby,1,0
30,Périgueux,39,38,Provence Rugby,0,1
30,Bourgoin,27,12,US Dax,1,0
30,Auch,14,17,Section Paloise,1,0
30,Oyonnax Rugby,23,6,FC Grenoble Rugby,1,0
30,Albi,35,29,Tarbes,1,0
30,Stade Aurillacois,35,14,Stade Rochelais,0,0
30,Stade Montois Rugby,28,18,Narbonne,0,0
30,US Carcassonnaise,47,45,AS Béziers Hérault,0,1
