Round,Home team,Home score,Away score,Away team,Home bonus,Away bonus
6,US Montalbanaise,28,12,Stade Montois Rugby,1,0
6,RC Vannes,22,16,Biarritz Olympique PB,0,0
6,AS Béziers Hérault,21,8,USA Perpignan,0,0
7,USA Perpignan,51,25,US Dax,1,0
7,FC Grenoble Rugby,31,9,Narbonne,1,0
7,Stade Aurillacois,20,24,Aviron Bayonnais,1,0
7,Stade Montois Rugby,38,12,Soyaux-Angoulême XV,1,0
7,US Carcassonnaise,17,18,US Montalbanaise,1,0
7,USON Nevers,12,19,AS Béziers Hérault,0,1
7,Colomiers Rugby,40,19,RC Vannes,1,0
7,Biarritz Olympique PB,36,30,RC Massy Essonne,0,0
8,US Dax,30,25,Colomiers Rugby,0,1
8,AS Béziers Hérault,27,10,US Carcassonnaise,0,0
8,RC Massy Essonne,12,6,Stade Montois Rugby,0,0
8,Narbonne,29,25,Soyaux-Angoulême XV,1,1
8,RC Vannes,12,19,US Montalbanaise,0,0
8,USON Nevers,17,16,FC Grenoble Rugby,0,1
8,Aviron Bayonnais,24,30,Biarritz Olympique PB,0,0
8,Stade Aurillacois,38,18,USA Perpignan,0,0
9,Colomiers Rugby,3,29,USON Nevers,0,1
9,Biarritz Olympique PB,23,22,US Dax,0,1
9,Soyaux-Angoulême XV,23,19,RC Massy Essonne,0,1
9,Stade Montois Rugby,17,16,Stade Aurillacois,0,1
9,US Carcassonnaise,32,16,Aviron Bayonnais,1,0
9,US Montalbanaise,30,27,AS Béziers Hérault,0,1
9,FC Grenoble Rugby,58,28,RC Vannes,1,0
9,Narbonne,13,24,USA Perpignan,0,0
10,FC Grenoble Rugby,39,28,Biarritz Olympique PB,0,0
10,AS Béziers Hérault,19,34,Narbonne,0,1
10,Aviron Bayonnais,41,12,Soyaux-Angoulême XV,1,0
10,RC Massy Essonne,20,13,RC Vannes,0,0
10,US Dax,20,9,Stade Aurillacois,0,0
10,USON Nevers,22,12,US Carcassonnaise,0,0
10,Colomiers Rugby,34,3,US Montalbanaise,1,0
10,USA Perpignan,20,44,Stade Montois Rugby,0,1
11,US Montalbanaise,25,20,Aviron Bayonnais,0,1
11,Narbonne,29,15,RC Massy Essonne,0,0
11,RC Vannes,34,9,US Dax,1,0
11,Stade Aurillacois,33,23,USON Nevers,0,0
11,Stade Montois Rugby,43,12,AS Béziers Hérault,1,0
11,US Carcassonnaise,18,23,FC Grenoble Rugby,1,0
11,Biarritz Olympique PB,36,13,Colomiers Rugby,1,0
11,Soyaux-Angoulême XV,30,30,USA Perpignan,0,0
12,Colomiers Rugby,17,11,Stade Montois Rugby,0,0
12,AS Béziers Hérault,24,34,Soyaux-Angoulême XV,0,0
12,Aviron Bayonnais,44,36,RC Massy Essonne,0,0
12,US Carcassonnaise,27,30,RC Vannes,1,0
12,US Dax,16,20,US Montalbanaise,1,0
12,USON Nevers,16,6,Narbonne,0,0
12,Stade Aurillacois,25,23,Biarritz Olympique PB,0,1
12,USA Perpignan,42,23,FC Grenoble Rugby,1,0
13,RC Vannes,22,23,USA Perpignan,1,0
13,AS Béziers Hérault,26,10,US Dax,0,0
13,Biarritz Olympique PB,41,18,Narbonne,1,0
13,RC Massy Essonne,26,16,Stade Aurillacois,0,0
13,Soyaux-Angoulême XV,26,16,US Carcassonnaise,0,0
13,US Montalbanaise,36,20,USON Nevers,0,0
13,FC Grenoble Rugby,58,23,Colomiers Rugby,1,0
13,Stade Montois Rugby,68,15,Aviron Bayonnais,1,0
14,Biarritz Olympique PB,37,11,USA Perpignan,1,0
14,Colomiers Rugby,25,19,US Carcassonnaise,0,0
14,RC Massy Essonne,19,27,AS Béziers Hérault,0,0
14,Narbonne,28,21,RC Vannes,0,0
14,Soyaux-Angoulême XV,7,16,US Montalbanaise,0,0
14,US Dax,13,29,Stade Montois Rugby,0,1
14,Stade Aurillacois,30,14,FC Grenoble Rugby,0,0
14,USON Nevers,17,28,Aviron Bayonnais,0,0
15,US Montalbanaise,43,20,Biarritz Olympique PB,0,0
15,Aviron Bayonnais,53,0,Narbonne,1,0
15,FC Grenoble Rugby,25,20,Soyaux-Angoulême XV,0,1
15,RC Vannes,38,16,Stade Aurillacois,1,0
15,Stade Montois Rugby,16,12,USON Nevers,0,1
15,US Carcassonnaise,43,24,US Dax,1,0
15,USA Perpignan,41,13,RC Massy Essonne,1,0
15,AS Béziers Hérault,22,19,Colomiers Rugby,0,1
16,Aviron Bayonnais,12,30,USA Perpignan,0,0
16,RC Massy Essonne,13,9,US Carcassonnaise,0,1
16,Narbonne,17,31,Stade Aurillacois,0,0
16,Soyaux-Angoulême XV,16,13,Stade Montois Rugby,0,1
16,US Montalbanaise,73,0,RC Vannes,1,0
16,USON Nevers,16,12,Colomiers Rugby,0,1
16,AS Béziers Hérault,38,8,FC Grenoble Rugby,1,0
16,US Dax,19,16,Biarritz Olympique PB,0,1
17,FC Grenoble Rugby,28,23,Aviron Bayonnais,0,1
17,Biarritz Olympique PB,34,24,Soyaux-Angoulême XV,0,0
17,Colomiers Rugby,31,12,US Dax,0,0
17,RC Vannes,32,0,AS Béziers Hérault,1,0
17,Stade Aurillacois,16,22,US Montalbanaise,0,0
17,Stade Montois Rugby,24,6,RC Massy Essonne,1,0
17,US Carcassonnaise,24,14,USON Nevers,0,0
17,USA Perpignan,26,3,Narbonne,1,0
18,Biarritz Olympique PB,19,6,US Carcassonnaise,0,0
18,RC Massy Essonne,37,14,FC Grenoble Rugby,0,0
18,Narbonne,41,23,Stade Montois Rugby,0,0
18,Soyaux-Angoulême XV,23,19,RC Vannes,0,1
18,US Dax,20,20,Aviron Bayonnais,0,0
18,USON Nevers,31,8,Stade Aurillacois,1,0
18,USA Perpignan,22,23,AS Béziers Hérault,1,0
18,US Montalbanaise,16,11,Colomiers Rugby,0,1
19,AS Béziers Hérault,24,20,Biarritz Olympique PB,0,1
19,Colomiers Rugby,25,9,Narbonne,1,0
19,FC Grenoble Rugby,13,10,USON Nevers,0,1
19,RC Vannes,24,10,RC Massy Essonne,0,0
19,Stade Aurillacois,21,7,Soyaux-Angoulême XV,0,0
19,US Carcassonnaise,0,22,Stade Montois Rugby,0,1
19,US Dax,16,26,USA Perpignan,0,0
19,Aviron Bayonnais,20,5,US Montalbanaise,0,0
20,Biarritz Olympique PB,37,14,FC Grenoble Rugby,0,0
20,Narbonne,13,41,US Dax,0,1
20,RC Vannes,12,13,US Carcassonnaise,1,0
20,Soyaux-Angoulême XV,32,8,AS Béziers Hérault,1,0
20,USON Nevers,16,18,US Montalbanaise,1,0
20,RC Massy Essonne,14,19,Aviron Bayonnais,1,0
20,USA Perpignan,56,12,Stade Aurillacois,1,0
20,Stade Montois Rugby,29,7,Colomiers Rugby,1,0
21,FC Grenoble Rugby,17,24,USA Perpignan,0,0
21,Aviron Bayonnais,34,14,RC Vannes,1,0
21,US Carcassonnaise,24,13,Soyaux-Angoulême XV,0,0
21,US Dax,27,17,RC Massy Essonne,0,0
21,US Montalbanaise,34,10,Narbonne,1,0
21,USON Nevers,26,12,Biarritz Olympique PB,0,0
21,Colomiers Rugby,18,13,Stade Aurillacois,0,1
21,AS Béziers Hérault,28,18,Stade Montois Rugby,0,0
22,RC Massy Essonne,23,11,USON Nevers,0,0
22,Soyaux-Angoulême XV,25,12,Narbonne,1,0
22,Stade Aurillacois,24,14,AS Béziers Hérault,0,0
22,Stade Montois Rugby,26,23,US Dax,0,1
22,US Montalbanaise,13,16,US Carcassonnaise,1,0
22,RC Vannes,20,21,FC Grenoble Rugby,1,0
22,Biarritz Olympique PB,17,14,Aviron Bayonnais,0,1
22,USA Perpignan,40,13,Colomiers Rugby,1,0
23,USA Perpignan,16,12,RC Vannes,0,1
23,AS Béziers Hérault,44,31,RC Massy Essonne,0,0
23,Aviron Bayonnais,26,22,Stade Aurillacois,0,1
23,US Carcassonnaise,35,29,Colomiers Rugby,0,0
23,US Dax,23,28,Soyaux-Angoulême XV,1,0
23,USON Nevers,33,15,Stade Montois Rugby,0,0
23,Narbonne,24,56,Biarritz Olympique PB,0,1
23,FC Grenoble Rugby,24,21,US Montalbanaise,0,1
24,Stade Montois Rugby,29,3,Biarritz Olympique PB,1,0
24,Aviron Bayonnais,52,26,US Carcassonnaise,1,0
24,RC Massy Essonne,23,14,Soyaux-Angoulême XV,0,0
24,Narbonne,29,29,FC Grenoble Rugby,0,0
24,RC Vannes,34,26,USON Nevers,0,0
24,Stade Aurillacois,36,24,US Dax,0,0
24,US Montalbanaise,20,22,USA Perpignan,1,0
24,Colomiers Rugby,13,26,AS Béziers Hérault,0,0
25,Stade Montois Rugby,17,12,US Montalbanaise,0,1
25,Biarritz Olympique PB,46,25,RC Vannes,1,0
25,FC Grenoble Rugby,28,14,US Dax,0,0
25,RC Massy Essonne,42,18,Narbonne,1,0
25,Soyaux-Angoulême XV,30,10,Colomiers Rugby,0,0
25,US Carcassonnaise,40,14,Stade Aurillacois,1,0
25,USON Nevers,34,9,USA Perpignan,1,0
25,AS Béziers Hérault,35,30,Aviron Bayonnais,0,1
26,USA Perpignan,56,3,Biarritz Olympique PB,1,0
26,Aviron Bayonnais,9,27,USON Nevers,0,1
26,RC Vannes,36,13,Stade Montois Rugby,0,0
26,Stade Aurillacois,24,20,RC Massy Essonne,0,1
26,US Dax,13,18,US Carcassonnaise,1,0
26,US Montalbanaise,36,21,Soyaux-Angoulême XV,1,0
26,Colomiers Rugby,23,16,FC Grenoble Rugby,0,0
26,Narbonne,21,68,AS Béziers Hérault,0,1
27,Soyaux-Angoulême XV,19,6,Aviron Bayonnais,0,0
27,Biarritz Olympique PB,38,16,Stade Aurillacois,1,0
27,RC Massy Essonne,19,11,USA Perpignan,0,0
27,RC Vannes,37,0,Colomiers Rugby,1,0
27,US Carcassonnaise,52,17,Narbonne,1,0
27,USON Nevers,30,13,US Dax,0,0
27,AS Béziers Hérault,12,12,US Montalbanaise,0,0
27,Stade Montois Rugby,13,19,FC Grenoble Rugby,0,0
28,US Dax,15,23,AS Béziers Hérault,0,0
28,Colomiers Rugby,22,17,Biarritz Olympique PB,0,1
28,FC Grenoble Rugby,30,5,US Carcassonnaise,0,0
28,Narbonne,24,47,USON Nevers,0,1
28,Stade Aurillacois,19,14,RC Vannes,0,1
28,US Montalbanaise,26,10,RC Massy Essonne,0,0
28,USA Perpignan,37,14,Soyaux-Angoulême XV,1,0
28,Aviron Bayonnais,18,15,Stade Montois Rugby,0,1
29,Stade Montois Rugby,23,18,USA Perpignan,0,1
29,Aviron Bayonnais,23,22,Colomiers Rugby,0,1
29,FC Grenoble Rugby,46,23,Stade Aurillacois,1,0
29,RC Massy Essonne,31,24,Biarritz Olympique PB,0,0
29,RC Vannes,50,28,Narbonne,1,0
29,USON Nevers,34,19,Soyaux-Angoulême XV,0,0
29,US Carcassonnaise,19,38,AS Béziers Hérault,0,0
29,US Montalbanaise,30,20,US Dax,0,0
30,AS Béziers Hérault,36,22,USON Nevers,1,0
30,Biarritz Olympique PB,58,31,US Montalbanaise,1,0
30,Colomiers Rugby,49,24,RC Massy Essonne,1,0
30,Narbonne,26,21,Aviron Bayonnais,0,1
30,Soyaux-Angoulême XV,10,19,FC Grenoble Rugby,0,0
30,Stade Aurillacois,31,26,Stade Montois Rugby,1,1
30,US Dax,34,28,RC Vannes,0,0
30,USA Perpignan,73,7,US Carcassonnaise,1,0
